Text,Actual,Predicted
@hiddenmenad Sama kak aku lgi mulung ic malah ketiduran,positive,positive
Kalau polling di medsos yang menang pasti Anies. Buzzer medsosnya banyak. Kalau survey2an yang menang pasti Prabowo. Lembaga surveynya banyak. Tapi kalau urusan coblosan yang menang pasti Ganjar. Karena akar rumput PDIP militan dan banyak.. Setuju ?? ,positive,positive
Saya pikir beberapa akademika yang mengemukakan sikapnya ttg demokrasi itu harus dihargai. Kalau perlu bahkan diperjelas juga memilih siapa 01 atau 03 krn kan sdh hampir pasti bukan 02. Fair dan gentle. Yang ingin sy tanya adalah apakah boleh mengatasnamakan kampus kalau bukan,positive,positive
Prabowo ini halu berat. Dia kira asal dia mbacot sambil ngotot itu kemudian jadi benar dan meyakinkan. Padahal ya kelihatan bener bodoh dan munafik. Dia cuma bicara dalam ruang dalam kepalanya sendiri. Heran ,negative,negative
Kecewa Tak Dilibatkan dalam Agenda Kunjungan Prabowo Kader Golkar Purwakarta Ancam Pindah Dukungan https://t.co/U7yrPIctwX https://t.co/U7yrPIctwX,positive,positive
pala hotak dia semua laki bayar. haha lain la engko tu tak kerja.,positive,positive
KALO INI KEJADIAN GUE AKAN VOTE ANIES,positive,positive
jangan serius-serius gitu ah doi juga bisa santuuuy kok #CapCut #allinprabowo #gibran #tegaklurusbersamajokowi #tenangpakprabowo #prabowo #nourut2 #TegakLurusBersamaJokowi #AllinPrabowoGibran https://t.co/Mk7EnQamPL,negative,negative
Prabowo Hujan-hujanan Joget Bareng 80 Ribu Masyarakat Manado https://t.co/liIrzciZ50,positive,positive
Selain Ajudannya Bawaslu Juga Dalami Dugaan Politik Uang Prabowo https://t.co/UtgTHWQje6,positive,positive
Pak Ahok bilang @gibran_tweet tidak bisa bekerja di Solo sebaliknya kami justru dapat info tentang kinerja Rudy yg digantikan oleh Gibran. DM itu sudah kami terima sejak tahun lalu tapi tidak pernah kami buka. Mungkin ini saatnya Pak Ahok membandingkan kinerja Rudy dan Gibran. https://t.co/LDGuVSgJtW,positive,positive
jancok cak imin tambah kakean cangkem saiki angur meneng o timbang gaksido tak coblos,positive,positive
@NdrewsTjan Kau pengina Prabowo kau katakan Prabowo Penjahat kemanusiaan https://t.co/GpqLv74w4x,negative,negative
@Cutty__Flam @selow_mas Kita ga denial mas itu memang catatan buruk pak prabowo. Tapi kita bisa apa ketika threshold 20℅ membatasi munculnya orang2 terbaik untuk maju kontestasi. Dan ketika ada orang terbaik muncul didiri pak Anies dan pak Mahfud kenapa harus dibenturkan dg sikap masa lalu. Kita ga..,positive,positive
@erickthohir @prabowo @gibran_tweet Semakin dimention nominal yang hadir artinya ada kekhawatiran dan menutupi ketakutan akan fakta bahwa yang hadir sedikit,negative,negative
@negativisme Gak nyerang gundulmu.... Dia nyerang tidak cuma rekam jejak tapi nyerang pribadi juga. Memanggil dg sinis mas anis mas anis...sory ya..sory ya dls itu klo orang jawa tdk sekedar nyerang tapi meledek merendahkan... Belum lagi kekerasan non verbal : manyun melet dls,negative,negative
Prabowo Gibran Menang Cak Imin Menhan Mas Ganjar Mendagri Prof Mpud Menkuham Persatuan Indonesia Anies pulangin ke Yaman ,positive,positive
Nah disinilah anies menawarkan program kereta api bisa menyambung antar kota/provinsi Jadi biaya lebih murah Kalau mau nyebrang antar pulau bisa jauh lebih murah pakai kereta api + Kapal laut https://t.co/3dmbDh5dzt,negative,negative
bismillah kerja baru lagi ,positive,positive
@ajengcute16__ HANYA KELEDAI YG MSH MAU PILIH PRABOWO LG https://t.co/4LcXcCNHHv,positive,positive
Sebagai warga Jateng tapi lahir sekolah dan besar di Jakarta era pembangunan Jakarta dibawah pak Anis memang luar biasa terutama sektor transportasi publik.,positive,positive
Harapan di HUT ke-16 Gerindra Prabowo: Yang Terbaik untuk Bangsa #Pemilu2024 #AdadiKompas https://t.co/0xKLzrKH0j,positive,positive
Kepikiran nih . Yang 9 naga di Indonesia ini masih ada kah? Sarangnya di mana ya..semoga aja ada orang yang mampu membisikkan ke telinga2 9 naga itu untuk menyuruh memilih Pak Anies aja deh buat Indonesia yang lebih baik Bismillah Ya Allah..,positive,positive
Ganjar Pakai Jaket Varsity di Debat Capres TPN: Simbol Apresiasi Gerakan Kampus #TOPGANSATS3T #GanjarMahfud2024 #GanjarMahfudM3nangDebat https://t.co/NMBEsbd2fV,positive,positive
@virgaynity *ganjar is the anak organisasi kampus u had a big crush for so long then u finally talk tapi cuma malam karena sibuk organisasi dan isinya ngomongin BEM dan isu kampus trs adek-adekannya banyak,positive,positive
mang kocak. impostor banget si imin,negative,negative
@tvOneNews Bagaimana dengan prabowo yg sudah hianati pendukungnya apakah dia ingat dengan uang2 yg dikumpulkan pake karung plastik donasi dari pendukungnya? Mrk punya uang pas pasan demi dukung prabowo dan akhirnya ditinggalkan begitu saja Bagaimana dengan gibran yg tinggalkan bu mega?,positive,positive
gue paham banget pk pm gue paham banget pk pm gue paham banget pk pm gue paham banget pk pm gue paham banget pk pm gue paham banget pk pm gue paham banget pk pm gue paham banget pk pm (omongan adalah doa),positive,positive
Repot sih; kalau leterlek (Belanda : Letterlijk) membaca ucapan politisi. Okey gini; Anies katakan Prabowo tak tahan jadi oposisi. Itu membacanya tidak hanya apa yang dikatakan untuk Prabowo tapi Anies dengan halus mau menyampaikan kepada audiens bahwa dia adalah oposisi.,negative,negative
Dengan memilih @gibran_tweet maka ikut sumbangsih mendukung kedepan agar anak muda menjadi pemimpin karena selama ini tdk ada kesempatan krn sistem otoriter hrs atas restu ketua parpol Yg sudah uzur tapi masih mau ngatur,negative,negative
Ambyar pendukung Anies dah ah.. Wkwkwkwmw,positive,positive
Kalo skrg putusan DKP mungkin dianggap merugikan Pak Prabowo pada masanya sebaliknya. DKP selalu dicurigai utk justru melindungi para mayor ke atas alias para komandan. Makanya DKP pada masa itu ada yg plesetin jadi Demi Kehormatan Prabowo https://t.co/6HxNK25I7L,negative,negative
baru kelar nonton debat capres terpantau pak prabowo banjir keringet sampe ngeluarin tisu brodol dari saku pak ganjar terlalu banyak senyum corporate pak anies kata gue teh pelan kalo ngomong oposisi,positive,positive
@nety_rusi Gw bukan voter 02.. tp menurut penglihatan gw Gibran dirangkul suruh pindah trs dia nunduk lewat depan Prabowo. Kulo nuwun yg muda kepada yg lebih tua kalo kata orang jawa mah.,negative,negative
Anis kamu mungkin terlihat keren tapi apa yang kamu lakukan untuk perubahan yang nyata? #KingOfRetorika PemantikKonflik Demokrasi,positive,positive
Anjir kesalahannya kayak blunder di kalimat kayak anak Autis langsung di laporin polisi. Lah Prabowo menyamakan Anies kayak binatang gak ada yang ngelaporin polisi. Prabowo ngatain Ganjar otak lambat gak ada yang ngelaporin ke polisi. Wow ,negative,negative
Jelang Debat Cawapres Cak Imin Bertolak ke Arab Saudi untuk Umrah https://t.co/YjfnoIe1y8,positive,positive
Yang lain pada sibuk upload anis dan pragemo gue demen scene yang ini cuy. Tapi pilihannya tetep Amin #DebatCapres https://t.co/z4NjEA23r4,positive,positive
Tidak bisa pilih‍️,negative,negative
ngga habis pikir masih ada aja mahasiswa ugm yang gampang kemakan video misinformasi kayak gini ini teh gimana cara nyadarinnya politik! (konteks video tentang pencalonan gibran sebagai cawapres) https://t.co/CSWHZlLYOY,positive,positive
Abah Anies kalo nyanyi reliji agak mendingan https://t.co/e64hImkQEN,positive,positive
Pak Anies Mantap...,positive,positive
Lupa ngaca asyik nyinyir... Lupa dengan 74 orang TGUPP dengan anggotanya paling gemuk. https://t.co/iRpwTuaJNY,negative,negative
1. Anies - Muhaimin 2. Prabowo - Gibran 3. Ganjar - Mahfud 4. Manchester - United (El Juru Kunci),positive,positive
Serangan prabowo yg tampak berapi-api ditanggapi anis dengan elegan gw paling suka statemen anis yg ini tajam setajam silet #AMINAjaDulu https://t.co/XJ97LZfa2j,positive,positive
Duk umah ni rasa lapar je manjang,negative,negative
@NgkongRoses Cari tahta u harta,negative,negative
Kamu itu lucu do pak anies hadir di acara Indosiar beliau menghargai acara tsb maka pak Anies ikut bernyanyi perkara suaranya tdk bagus memang pak anies bkn penyanyi beliau calon presiden yg gak habis pikir ada org ditepokin tangan aja lgsng joget ky topeng monyet aja,positive,positive
Dari lima kali debat pasangan Ganjar-Mahfud tampil selalu konsisten dan solid. Gagasan dan pengalaman seiring sejalan. Pak Anies selalu keren Cak Imin sempat kureng di awal. Pasangan satunya untuk urusan debat pffftt 11 dari 100. MVP keseluruhan Ganjar-Mahfud. ,positive,positive
Bro kamu salah kalo bilang prof @mohmahfudmd mundur itu harus nunggu restu bu Mega SALAH BESAR! Karena aku bersama pak Mahfud ketika beliau mau mengundurkan diri. Justru bu Mega ngga merestui pak Mahfud mundur tp pak mahfud tetap mundur. Bahkan soal bu mega ngga merestui pak,positive,positive
Ganjar Pranowo dan Mahfud MD akan selalu Bersama Rakyat. Ganjar Presiden Rakyat #YakinPilihGanjar #GanjarMahfud2024 https://t.co/av8UNbTS0K,positive,positive
Kredit Cepat dgn Promo 0% Hingga Gratis 1x Angsuran untuk komoditi tertentu Kota Bogor Hanya di Botani Square. Bisa Cicilan Tanpa Kartu Kredit syaratnya cukup EKTP! Info lengkapnya WhatsApp Anis 083895143326 #produkterlarishomecredit #agentsobatbelanja #homecreditbogor https://t.co/U0cbmV4Ih7,positive,positive
Ganjar Mahfud muliakan rakyat. Setelah satu desa satu puskesmas satu dokter SMK gratis satu keluarga satu sarjana dll skrng adalagi 17 juta lapangan kerja. Ganjar Mahfud akan buat rakyat Indonesia sejahtera tanpa perlu mengemis untuk makan siang gratis. #KerjaB3rsamaGanjar https://t.co/cLIr8pmx6t,positive,positive
Ucapan Ndasmu Etik Prabowo Dinilai Pengamat Sarkas dan Provokatif https://t.co/YATMnZIGqG,positive,positive
Luhut: Pencalonan Gibran Bukan Mau Jokowi . Jadi maunya siapa Opung? https://t.co/6UfetIKVXI,positive,positive
SNA ANIES BASWEDAN Terdapat satu klaster besar berwarna hijau yang menandakan sentimen positif yang dibangun oleh akun-akun Pro Anies dan yang cenderung Netral. Tidak tampak dan tidak signifikannya akun yang kontra Anies menyebabkan sentimen positif terhadap Anies sangat tinggi https://t.co/Vyw6gu0dtg,positive,positive
Jokowi Temui Gibran usai Kampanye Akbar Hindari Wartawan Saat Dimintai Penjelasan https://t.co/RhUzsmwF8y,positive,positive
apa yg di twit Budiman Sujatmiko tenteng pendukung prabowo adalah kenyataan sama kan posisi Jokowi dgn Mega,positive,positive
Marah,negative,negative
Bawaslu Dalami Pemberian Modal Rp15 M dari Prabowo untuk Koperasi di Karawang https://t.co/Qr23TsNJh2,positive,positive
katb9a hadi ahsan ja2iza khdaha messi https://t.co/qc5wBcptPL,neutral,neutral
Pastilah orang yang punya hati hitam yang tidak suka melihat persahabatan dua bapak bangsa ini Iri bilang boss #jokowi #prabowo https://t.co/LxB79opw8C,positive,positive
Allah kai mana tsari da duk abunda zai hana mu ganin girman Annabi SAW,positive,positive
Jelang Pencoblosan Relawan Nyalakan Seribu Lilin di Rumah Prabowo https://t.co/vazm5jPewy,positive,positive
Hadiri Rakornas Gerindra Ini Pesan Zadrak Tombeq Dari Capres Prabowo Subianto https://t.co/z7wBOJR6HI,positive,positive
Suka bener Anies bahas pentingnya peran akademisi dalam kehidupan sosial,positive,positive
Menutup masa kampanye Ganjar Pranowo yang didampingi Mahfud MD mengucapkan terima kasih atas dukungannya sampai detik ini. Ganjar pun meminta maaf apabila ada perkataan dan perbuatan yang tak berkenan dalam hati rakyat. #YakinPilihGanjar #YakinGanjarMenang https://t.co/EGeGjaGdOL,positive,positive
Kamu sudah ngitung baik buruk nya pilih capres ? Itung bener bener yak jgn salah Indonesia forever iris Bella Gempa pengamat Anis prabowo https://t.co/lWJapJZOlt,negative,negative
@joeltoeng @KhofifahIP @prabowo @fadlizon @habiburokhman @Fahrihamzah @SBYudhoyono @AgusYudhoyono @ZUL_Hasan @airlangga_hrt @datuakrajoangek @kurawa @Yusrilihza_Mhd @Herzaky__MP @ajengcute16__ @jansen_jsp @andre_rosiade @gibran_tweet @Chavesz08 @bentangnegeri @ajengcute16_ @Ryan_Fighter7 @Ndons_Back @PartaiSocmed @cubitisme @bengkeldodo @zy_zy_its_me @xquitavee @kikysaputrii @are_inismyname @Heraloebss @negativisme @CNNIndonesia @detikcom @KompasTV @tvOneNews @Beritasatu Negeri ini harus dididik berpolitik yang berkualitas ya Bu @KhofifahIP jgn pilih pemimpin PENCULIK ,positive,positive
Anis mrnang satu putaran https://t.co/0HABpWCeZK,positive,positive
Ganjar Pranowo Sebut Debat Capres Pertama sebagai Pemanasan https://t.co/cRXjhVX5XX #TempoNasional,positive,positive
Kecewa Tak Dilibatkan dalam Agenda Kunjungan Prabowo Kader Golkar Purwakarta Ancam Pindah Dukungan https://t.co/rQ1PAJ952b,positive,positive
Mengapa kubu 01&amp;03 kompak serang 02? 1. Capres 02 mngajk slruh elemen bangsa brsatu bngun negeri 2. Hanya Capres 02 yg Bukan JONGOS KETUM PARPOL&amp;BONEKA CUKONG 3. Ulama yg nendukung 02 membawa kesejukan &amp; tdk provokatif 4. Hanya Capres 02 yg tdk pernah KORUPSI &amp; tdk jago membual https://t.co/Kmv7dcMobc,negative,negative
@andre_rosiade Woi konteks nya 2019...lah nunggu Prabowo meninggal Anies boleh nyalonin,positive,positive
PELANGGARAN ETIK KETUA MK DAN KETUA KPU Setelah Ketua MK Melanggar Etik Berat dg meloloskan Gibran. Kini Ketua KPU Melanggar Kode Etik Menerima Gibran sbg Cawapres. https://t.co/FzA98eM53g,negative,negative
Fitnah mengenai penghapusan BUMN Pak Anies : Apabila ada informasi yang tidak masuk akal lalu dikutip oleh pihak yang berwenang maka bisa dipastikan pihak berwenang tersebut tidak sedang menggunakan akal sehatnya Cc : @erickthohir https://t.co/VN4pTh3z9g,negative,negative
ternyata pak anies anak studytwt juga,positive,positive
Gerakan Tolak Prabowo-Gibran Semakin Membahana https://t.co/GmX6Yh5oRg,negative,negative
Cak Imin umrah mabruran. #AniesPresiden2024,positive,positive
@RieGucciano Gibran?,neutral,neutral
@logos_id Di deket rumah saya kemarin timses Prabowo gibran ini bikin acara pentas Jathilan 3 hari full tanpa henti. Pasar malam gratis. Kemudian di hari terakhir ada pengajian Gus Miftah dan konser Denny Caknan. Saya heran ini duitnya banyak banget bisa bikin acara segede itu.,positive,positive
Salute.. Bung Anies berhasil membuka watak asli keduanya,positive,positive
Menemani Pak @prabowo dalam Debat Final Capres. Gas Pak 🇮🇩 https://t.co/kXYNBkagh8,positive,positive
 Di ruang tunggu semua punya jatah waktu Anies &amp; Ganjar belum waktunya. Kelasnya masih Kepala Daerah. Sekarang Jatahnya Prabowo Memimpin Indonesia Maju https://t.co/rC5wMgbLYZ,positive,positive
HAJATAN RAKYAT GROBOGAN BERSAMA GANJAR PRANOWO Jarji Jarbeh Ganjar Siji Ganjar Kabeh Stadion Krida Bakti Purwodadi 7 Februari 2024 #GanjarMahfud2024 #GanjarPresidenRakyat https://t.co/CECQZllYG7,positive,positive
SERU... TAUSYIAH ANIES BASWEDAN DENGAN AA GYM https://t.co/kAhQUImk7F lewat @YouTube,positive,positive
sumpah art harian dirumah aku anaknya ada banyak dalam sehari anak2nya cuma dikasih uang 10 rb buat makan. program makan siang gratis bisa ngebantu mereka banget sihh jadi uang yg 10 rb bisa mereka tabung atau beliin lauk buat sorenya biar makan sehari 2x @gibran_tweet,positive,positive
Profesor UB Sebut Potensi Indonesia Chaos Jika Prabowo-Gibran Menang Pilpres 2024 https://t.co/QtlgiNCh7n,positive,positive
Relawan Guntur Siap Kawal Program Prabowo-Gibran Mulai Ketahanan Pangan hingga Hilirisasi https://t.co/9gsY4PfUkc #Pemilu,positive,positive
gak ada alasan buat gak memilih pak prabowo karena #02RangkulSemua lapisan masyarakat.. beliau berjanji akan merangkul semua kekuatan di indonesia. https://t.co/eZRptISv4l,negative,negative
 Sekarang saya mau tanya di mana ada bukti Gibran bisa kerja selama jadi wali kota? ujar Ahok. https://t.co/NhhHCLrXqo,negative,negative
@S4N_W1B1 @ganjarpranowo Pak Ganjar hebat ..!!! santun pada pendukung prabowo,positive,positive
ANJING BENERAN TINNITUS DI TV NATIONAL,negative,negative
@Fahrihamzah Benar ... Krn Yang Benar pilih Ganjar. ..!!!,positive,positive
Terungkap! Mahfud MD Bongkar Alasan Tolak Pinangan Anies https://t.co/LgPJ6O8eMK,negative,negative
@ZAEffendy @nurulngalam1 @fullmoonfolks @sociotalker Tapi sekarang anda ikut dukung Prabowo juga jd cerita nya semua dagelan. Saat susah cerita ke rakyat,positive,positive
Capres nomor urut 1 Anies Baswedan dan capres nomor urut 2 Prabowo Subianto saling sanggah terkait penyelesaian konflik di Papua dalam acara Debat Pertama Capres di Komisi Pemilihan Umum (KPU) Jakarta Selasa (12/12/2023). #DebatCapres #Pemilu2024diKompasTV Simak selengkapnya https://t.co/p0SLRI8wFu,positive,positive
Kritik Prabowo dikatain buzzer Anies. Kritik Anies dikatain buzzer Prabowo. Kritik Ganjar so far ga dikatain cuma pada bilang Wadas kan PSN harusnya pemerintah yang disalahin!! ,negative,negative
@UGM_FESS lah temenku lagi ngobrol politik trs gue baru ngomong anies langsung pd ketawa dan ngeledek menggebu2. malah mereka banggain editan tiktoknya 02 dah lah mending diem.,positive,positive
Gua liat ka anis bang agis gemes bgtt yaampunnn mentor indayskuuu,negative,negative
Pecundang demokrasi !!,neutral,neutral
Bersoarak di Debat Pertama Capres Muslim Arbi: Otak Gibran Kosong https://t.co/5O13VrPzVB,positive,positive
@syafniir @PDI_Perjuangan Karena mereka tahu Jokowi dan Gibran itu main dua kaki. Karena mau cari aman. Kalo kalah masih bisa dukung Ganjar dan PDIP. Ingat strategi kamuflase Jokowi dgn PDIP sama strategi Alfamart dgn Indomaret. Diluar mereka kelihatan seperti bermusuhan tapi kenyataannya SATU TUJUAN https://t.co/VFTK796VTu,positive,positive
Buka twt gaada taehyun tutup lagi melamun memikirkan masa depan halusinasi tidur buka twt lagi gaada taehyun tutup mikirin dia jadi zombie... Ini lama lama gue yang jadi zombie,negative,negative
Pernyataan Jokowi soal Potongan Diktator di Debat Capres 2019 yang Dikutip Ganjar https://t.co/0TmIy0nUzW,positive,positive
@fmuchtaar Berat ini bakalan berhadapan sama orang banyak. Karena stigmanya orang yg dibunuh itu orang PKI semua dan mungkin sulit karena Cak Imin itu orang NU. Youknowlah hubungan NU sama PKI kala itu.,neutral,neutral
Followers perlu tahu saya dah habis pantang,positive,positive
kalo anies seorang ustadz yang ngisi kajian notebook gua udah penuh dengan catatan karna isinya daging semua ^-^,positive,positive
Kekuatan Pak Jokowi itu nyata. Kekuatan pendukung Prabowo Gibran itu fakta. https://t.co/rTKPTkaJdO,positive,positive
@idextratime Cak imin benera kecil bgt kayak sonny angel ,negative,negative
Ini fakta sappo. Hasil #DebatCapres Ganjar luar biasa Anies blunder soal demokrasi Prabowo blunder soal HAM soal pupuk dan soal oposisi. Analisis Pengamat: Ganjar Mampu Kuasai Panggung Debat Capres Secara Keseluruhan. https://t.co/31purEh1pY,positive,positive
